roi_1,0.6186393276002129
roi_2,0.3889606335542845
roi_3,0.6726721601590817
roi_4,0.3823162117504158
roi_5,0.4077448029975077
roi_6,0.39026455805110777
roi_7,0.30885396434000095
roi_8,0.2185054835145018
roi_9,0.20052416003070744
roi_12,0.3651108582592368
roi_13,0.21675396803839328
roi_15,0.253407552244267
roi_17,0.2629570518238792
roi_18,0.19849849780311252
roi_20,0.37015850247220566
roi_21,0.3031208403573936
roi_22,0.12738903436171367
roi_23,0.488313522890291
roi_25,0.3228348091838998
rob,0.05391512783948089
